n,Sr No,Folder,Picture,Composition,composition_final,Element,Fraction,Frac,H2_W%,Pressure,Temperature,Che_pot,AN,Period,AR,Cr,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,ele_lst,frac_lst,Element_corrected,frac_corrected,composition_final
601,10,PCI,92.pdf-005.jpg,Mg3 La Ni0.1,La0.24Mg0.73Ni0.02,Mg La Ni,0.73 0.24 0.02,0.73 0.24 0.02,2.93080559757943,3.17856771180687,573,,23.2323232323232,3.74747474747475,1.66080808080808,139.272727272727,226.868686868687,1.27121212121212,2.95393939393939,0.137373737373737,1003.45454545455,1984.22222222222,2.4040404040404,7.1479797979798,122.969696969697,43.6060606060606,8.28989898989899,15.920404040404,52.7863636363636,808.383838383838,-1.16010101010101,3.23828282828283,1.83888888888889,-2.82838383838384,-0.395656565656566,-3.50090909090909,0.00737373737373737,-2.48676767676768,55.4386868686869,69.680202020202,-0.374848484848485,0.1277,-0.9195,8,5.4085,"['Mg', 'La', 'Ni']","['0.73', '0.24', '0.02']","['La', 'Mg', 'Ni']",[0.24 0.73 0.02],La0.24Mg0.73Ni0.02
602,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.203362038352273,0.0741692713856534,588,-730.446268895986,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
603,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.215263020833333,0.0793498701498208,588,-565.405742719417,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
604,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.224764878216912,0.084626446950247,588,-408.033061311372,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
605,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.235076459099265,0.0901146923374168,588,-254.433681069785,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
606,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.243460815429687,0.0957015876843814,588,-107.396917296587,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
607,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.25346875,0.101892377753477,588,45.8256749693313,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
608,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.261334635416667,0.10852250470473,588,199.923824905335,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
609,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.2711669921875,0.115547950390243,588,353.258330557647,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
610,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.283957318474265,0.122603745165886,588,498.144730888997,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
611,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.298829790900735,0.130200985646776,588,645.108305630953,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
612,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.312462890625,0.13806353178528,588,788.436825154355,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
613,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.325947265625,0.146088530389542,588,926.544527115534,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
614,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.339580365349265,0.154844023332249,588,1068.82400385775,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
615,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.354452837775735,0.164425930018585,588,1215.5924078497,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
616,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.368829561121323,0.174461424157436,588,1360.40910434177,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
617,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.380847935267857,0.184450787293405,588,1496.51282092361,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
618,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.4093818359375,0.195277742255285,588,1635.94373410049,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
619,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.4447783203125,0.206506508133773,588,1772.6097283192,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
620,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.4801748046875,0.21843741234889,588,1909.90770401405,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
621,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.5155712890625,0.231057624018174,588,2047.20567970892,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
622,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.5509677734375,0.244359580889067,588,2184.02966929666,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
623,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.5863642578125,0.258460738592683,588,2321.16964962248,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
624,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.6217607421875,0.270895535389499,588,2436.03228291381,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
625,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.6571572265625,0.276574721494048,588,2486.74879637533,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
626,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.6925537109375,0.281734902043312,588,2531.93547192046,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
627,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.7279501953125,0.287065566489383,588,2577.75412894177,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
628,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.7633466796875,0.292686207541561,588,2625.15273965346,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
629,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.7987431640625,0.299092746521868,588,2678.08118828151,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
630,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.8341396484375,0.305639516714473,588,2731.00963690957,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
631,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.8695361328125,0.312592133400467,588,2785.99202533512,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
632,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.9049326171875,0.321713603286404,588,2856.29996455747,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
633,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.9403291015625,0.331722439375044,588,2931.18976948193,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
634,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,0.9757255859375,0.344839622562038,588,3025.98699090531,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
635,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.0111220703125,0.361360115177193,588,3140.37563808953,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
636,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.0448330078125,0.380690851541923,588,3267.76148326362,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
637,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.0785439453125,0.403642551245261,588,3410.86370988423,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
638,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.1139404296875,0.418520207988071,588,3499.34111654605,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
639,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.1493369140625,0.432657940477199,588,3580.55073623208,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
